NCO_2015_Code,Occupation_Title,NCO_2004_Code
3323.0100,Buyer,3416.10
3323.0200,Purchasing Agent,3416.20
3323.0301,Vendor Development Executive,3323.04
3323.0602,Supply Chain Field Assistant,3323.99
3334.0100,Property Dealer,3413.10
3334.0200,House Agent,3413.20
3334.9900,"Estate Agents, Other",3413.90
3339.0200,Brand Manager,2419.50
3339.0300,Auctioneer,3417.10
3339.0400,"Crier, Auction",3417.20
3339.0500,"Conductor, Auction Sale",3417.30
3339.0601,Delivery Management Cell Agent,3429.10
3341.0200,"Overseer, Postmen",4142.10
3341.0400,"Supervisor, Telephone",4142.20
3341.0500,"Monitor, Telephone",4142.25
3341.0600,"Supervisor, Wireless",4142.30
3341.0700,Headlight Keeper,4142.35
3341.0800,Section Officer,3431.10
3341.0900,"Inspectors and Supervisors, Other (Clerical)",3431.20
3341.1000,Office Assistant,3431.30
3341.1100,Briefing Assistant,3431.40
3341.1200,Sub-Post Master,3439.10
3341.9900,"Office Supervisors, Other",3439.90
3351.0100,"Inspector, Customs",3441.10
3351.0200,"Supervisor, Customs",3441.20
3351.0300,Searcher,3441.30
3351.9900,"Customs and Border Inspectors, Other",3441.90
3352.0100,"Inspector, Excise",3442.10
3352.9900,"Government Tax and Excise Officials, Other",3442.90
3353.0100,Village Level Worker,3443.10
3353.0200,"Patroller, Women",3443.20
3353.9900,"Government Social Benefits Officials, Other",3443.90
3355.0100,"Inspector, Police",3450.10
3355.0200,"Sub-Inspector, Police",3450.20
3355.0300,Detective,3450.30
3355.9900,"Police Inspectors and Detectives, Other",3450.90
3411.0100,Legal Assistant,3432.10
3411.0200,Shirestedar,3432.20
3411.0300,Petition Writer,3432.30
3411.9900,"Legal and Related Associate Professionals, Other",3432.90
3412.0100,Blood Donor Unit Assistant,3460.10
3412.0200,Equal Opportunity Officer,3460.20
3412.9900,Social Work Associate Professionals,3460.90
3421.0100,"Professional Sportsman/Professional, Athlete",3475.20
3421.0200,Jockey,3475.30
3422.0100,Athletic Coach,3475.40
3422.0201,Sports Coach,3475.45
3422.0300,Riding Instructor,3475.50
3422.0400,Umpire,3475.60
3422.0500,Marker/Groundsmen & Women,3475.70
3422.9900,"Sports Coaches, Instructors and Officials, Other",3475.90
3423.0101,Fitness Trainer/Fitness Instructor,3423.02
3423.0501,Lifeguard,3423.99
3431.0100,"Photographer, General",3131.25
3431.0200,Photographer News,3131.30
3431.0300,"Photographer, Aerial",3131.35
3431.9900,"Photographers, Other",3131.90
3432.0100,Interior Designer,3471.50
3432.0200,Decorator,3471.10
3432.0501,Bathroom and Kitchen Designer,3432.99
3434.0100,Head Cook/Head Chef,5122.10
3435.0100,Tattoo Artist,3471.30
3435.0200,Stuntman,3474.25
3435.0300,Prompter,3474.47
3435.0400,Merry-Go-Round Operator,3474.80
3435.0500,Floral Designer,3471.60
3435.9900,"Other Artistic and Cultural Associate 
Professionals, Other",3474.90
3511.0101,"Domestic Biometric Data Operator 
 
Family",3512
3512.0100,Data Recovery Planner/System Administrator,3121.35
3512.0101,Domestic IT Helpdesk Attendant,3512.02
3514.0300,Programming Assistant/Junior Software Engineer,3121.20
3512.0401,Disk Duplicator,3512.05
3512.0700,Medical Transcriptionist,3121.40
3512.9900,"Information and Communication Technology User 
Support Technicians, Other",3121.90
3513.0100,"System Administration Assistant/Junior System 
Administrator",3121.10
3513.0200,Computer Security Specialist,3121.30
3513.0301,Infrastructure Engineer,3513.99
3521.0100,Cinematographer,3131.10
3521.0200,Movie Cameraman,3131.15
3521.0300,"Cameraman, Animation",3131.20
3521.0401,"Sound Recording Equipment Operator/Sound 
Assistant",3131.40
3521.0501,Film Editor/Editor,3131.50
3521.0511,Sound Editor,3521.06
3521.0700,Television Broadcasting Station Operator,3132.20
3521.0800,"Radio Operator, Broadcasting Station",3132.30
3521.0900,Cinematograph Operator,3132.40
3521.1000,Public Address Equipment Operator,3132.50
3521.1100,"Station Officer, Overseas Communication",3132.55
3521.1200,"Station Technical Assistant, Overseas 
Communication",3132.60
3521.1300,Wireless Operator,3132.65
3521.1400,"Radio Operator, Ship",3132.70
3521.1500,"Radio Operator, Aircraft",3132.75
3521.1600,"Control Tower Operator, Aerodrome",3132.76
3521.1700,Radar Operator,3132.80
3521.2000,"Signaller, Ship",3132.83
3521.2100,"Light Keeper, Light House",3132.84
3521.9900,"Broadcasting and Audiovisual Technicians, Other",3132.90
3522.0100,"Telecommunication, Technician",3114.20
3522.0200,"Line Inspector, Telephone",3114.30
3522.0300,Telephone Inspector,3114.40
3522.0400,Wireless Inspector Electronics,3114.50
4110.0100,"Clerk, General",4190.10
4110.0200,"Clerk, Enquiry",4190.20
4110.0300,Copyright Clerk,4190.30
4110.0400,Copy Holder,4190.35
4110.0500,Timekeeper,4190.60
4110.0600,"Timekeeper, Motor Transport",4190.70
4120.0100,Private Secretary,4115.10
4120.0200,Personal Secretary,4115.20
4120.0300,Panchayat Secretary,4115.30
4120.9900,"Secretaries, Other",4115.90
4131.0100,Secretary/Back Office Support,4111.10
4131.0200,Reporter,4111.20
4131.0400,Braille Typist,4111.40
4131.0500,Teleprinter Operator,4112.10
4131.0600,Computer Operator,4112.20
4131.9900,"Typists and Word Processing Operators, 
Other",4112.90
4132.0401,Data Entry Machine Operator,4113.35
4132.0402,Domestic Data Entry Operator,4132.06
4132.0800,Duplicating Machine Operator/Photocopier,4113.65
4132.0900,Embossing Machine Operator,4113.70
4132.1000,Addressing Machine Operator,4113.80
4132.1300,Bookkeeping Machine Operator,4114.30
4132.1400,Bill Processing Clerk,4114.40
4132.9900,"Data Entry Clerks, Other",4114.90
4211.0100,"Cashier, General",4211.10
4211.0200,"Cashier, Bank",4211.20
4211.0301,"Cashier, Cash Counter",4211.30
4211.0400,"Teller, Bank",4212.10
4211.9900,"Bank Tellers and Related Clerks, Other",4212.90
4212.0100,"Booking Clerk, Recreation",4211.60
4212.0200,Bookmaker,4213.10
4212.9900,"Bookmakers, Croupiers and Related Gaming 
Workers, Other",4213.90
4213.0100,Moneylender,4214.10
4213.0200,Pawn Broker,4214.20
4213.9900,"Pawnbrokers and Moneylenders, Other",4214.90
4214.0100,Bill Collector,4215.10
4214.0201,Debt Recovery Agents,4214.99
4221.0100,Travel Consultants & Organizers,4221.02
4221.0300,"Reservation Clerk, Transport/Reservation 
Assistant",4211.40
4221.0400,"Booking Clerk, Transport/Concierge",4211.50
4221.9900,"Travel Consultants and Clerks, Others",4211.90
4223.0100,"Telephone Operator, Trunk",4222.10
4223.0200,"Telephone Operator, Local",4222.20
4223.0300,"Telephone Operator, PBX",4222.30
4223.9900,"Telephone Switchboard Operators, Other",4222.90
4224.0100,Receptionist (Hotel)/Front Office Associate,4221.10
4224.9900,"Hotel Receptionists, Other 
 
Family",4225
4225.0100,"Complaint Attending Clerk/Customer Service 
Desk/Customer Service Executive",4221.30
4225.9900,"Inquiry Clerks, Other",4221.90
4226.0100,"Reception Clerk/Front Desk 
Executive/Receptionist",4221.20
4226.0201,"Showroom Hostess/Host 
 
Family",4227
4311.0101,"Bookkeeper General/Accounts Executive 
(Recording and Reporting)",4121.10
4311.0200,Bank Clerk,4121.30
4311.0300,Ledger Clerk,4121.40
4311.0401,"Accounts Executive (Accounts Payable & 
Receivable)",4311.05
4311.0600,"Clerk, Cost Accounting",4121.60
4311.0700,Bill and Accounts Collector,4121.70
4311.0801,Rubber Nursery Office Assistant,4311.99
4312.0100,Statistical Clerks,4122.10
4312.9900,"Statistical Finance and Insurance Clerks, 
Others",4122.90
4313.0101,Accounts Clerk/Accounts Executive (Payroll),4121.20
4313.0201,"Accounts Executive (Statutory Compliance) 
 
Group 
432 
Material Recording and Transport Clerks 
 
Family",4321
4321.0100,Store Keeper,4131.10
4321.0101,Spare Parts Operations Executive,4321.01
4321.0103,Inventory Manager,4321.01
4321.0200,Store Distributor,4131.20
4321.0301,Stock Verifier,4131.30
4321.0302,Incoming Inspection Technician,4321.04
4321.0402,Spare Parts Operations In-Charge,4321.05
4321.0601,Warehouse Picker,4321.06
4321.0603,Warehouse Packer,4321.06
4321.0701,Warranty Processor,4321.99
4322.0101,Inventory Manager (Wholesale),4322.02
4323.0100,"Yard Master, Railway",4133.10
4323.0200,Head Train Recorder,4133.20
4323.0300,"Traffic Regulator, Tram",4133.27
4323.0400,"Controller, Tram",4133.30
4323.0500,"Traffic Timetable Inspector, Tram",4133.40
4323.9900,"Transport Clerks, Other",4133.90
4411.0100,Library Clerk,4141.10
4411.0200,Braille and Talking Books Clerk,4141.20
4411.0300,"Preservation Assistant, Archives",4141.30
4411.9900,"Library Clerks, Other",4141.90
4412.0100,Mail Guard,4142.40
4412.0200,Postman,4142.45
4412.0300,Village Postman,4142.47
4412.9900,"Mail Carriers and Sorting Clerks, Other",4142.90
4413.0100,Coding Clerk,4143.10
4413.0200,Proofreader,4143.20
4413.9900,"Coding, Proofreading and Related Clerks, 
Others",4143.90
4414.0100,"Braille Transcriber, Hand",4144.10
4414.9900,"Scribes and Related Clerks, Other",4144.90
4419.0100,Publicity Assistant,4190.25
4419.0102,Business Correspondent,4419.02
4419.0300,"Patrol, Irrigation",4190.50
4419.0400,Bailiff,4190.55
4419.0500,Office Boy/Peon,4190.80
4419.0600,Daftry,5132.10
4419.0800,Process Server,5132.30
4419.9900,"Clerical Support Workers, Other",5132.90
5111.0100,"Chief Steward, Ship/Chief Cook",5111.10
5111.0200,"Steward, Ship/Mess Man",5111.20
5111.0300,Air Hostess,5111.30
5111.0400,Flight Steward,5111.40
5111.0500,Aircraft Cargo Handling Supervisor,5111.50
5111.0600,Air Crew Member,5111.60
5111.9900,"Travel Attendants and Travel Stewards, 
Other",5111.90
5112.0100,"Guard, Passenger Train",5112.10
5112.0200,"Guard, Goods Train",5112.20
5112.0300,"Brakesman, Railway",5112.30
5112.0400,"Conductor Guard, Railway",5112.40
5112.0500,"Ticket Collector, Railway",5112.42
5112.0600,"Travelling Ticket Examiner, Railway",5112.44
5112.0700,"Ticket Examiner, Motor Transport",5112.46
5112.0800,"Passenger Guide, Railway",5112.50
5112.0900,"Conductor, Tram",5112.60
5112.1000,Bus Conductor,5112.70
5112.9900,"Transport Conductors, Other",5112.90
5113.0100,Travel Agent,5113.10
5113.0200,Tourist Guide,5113.20
5113.9900,"Guides, Other",5113.90
5120.0200,"Cook, Institutional",5122.20
5120.0300,"Cook, Domestic",5122.30
5120.0400,"Cook, Ship",5122.40
5120.0500,Kitchen Porter/Steward,5122.50
5120.0600,Pantry Man,5122.60
5120.9900,"Cooks, Other",5122.90
5131.0100,Butler,5123.10
5131.0200,"Steward, Hotel",5123.20
5131.0300,"Bearer, Domestic/Household Workers",5123.30
5131.0500,Wine Waiter,5123.50
5131.9900,"Waiters, Other",5123.90
5132.0100,Barman,5123.60
5132.9900,"Bartenders, Other 
 
Group 
514 
Hairdressers, Beauticians and Related 
Workers 
 
Family",5141
5141.0100,Hairdresser (Ladies),5141.10
5141.0202,Hair Stylist,5141.15
5141.0201,Assistant Hair Stylist,5141.03
5141.9900,"Hairdressers, Other 
 
Family",5142
5142.0100,Beautician,5141.30
5142.0101,Assistant Beautician,5142.02
5142.0201,Pedicurist and Manicurist,5142.03
5142.0400,Make-Up Man,5141.50
5142.0500,"Dresser, Stage & Studio",5141.60
5142.0600,Wigman,5141.70
5142.0700,Bath Attendant,5141.80
5142.9900,"Beauticians and Related Workers, Others",5141.90
5151.0101,"Housekeeper (Institutional)/Housekeeping 
Supervisor",5121.10
5151.0201,Janitor/Housekeeping Attendant,5121.15
5151.0202,Room Attendant,5151.03
5151.0400,"Matron, Housekeeping",5121.35
5151.0500,Linen Keeper,5121.50
5151.0600,"Hotel and Restaurant Keeper/Hotel and 
Restaurant Owner",5121.60
5151.0701,"Supervisor, Front Office/Customer Service 
Executive (Meet and Greet)",5121.25
5151.0800,"Room Bearer/Bell Boys/Bell Hop/Hotel 
Porters",5121.70
5151.9900,"Cleaning and Housekeeping Supervisors in 
Offices, Hotels and Other Establishments, 
Other",5121.90
5152.0100,Housekeeper (Domestic),5121.20
5152.9900,"Domestic Housekeepers, Others 
 
Family",5153
5153.0100,"Caretaker, Building",9141.10
5153.0200,"Caretaker, Monument",9141.20
5153.0300,"Caretaker, Burial Places and Cremation 
Grounds",9141.30
5153.9900,"Building Caretakers, Other",9141.90
5161.0100,Astrologer,5151.10
5161.0200,Palmist,5152.10
5161.9900,"Astrologers, Fortune Tellers and Related 
Workers, Other",5152.90
5163.0100,Undertaker,5143.10
5163.0200,Embalmer,5143.20
5163.0300,Grave Digger,5143.30
5163.9900,"Undertakers and Embalmers, Other",5143.90
5165.0101,"Commercial Vehicle Driver Trainer 
 
Family",5169
5211.0100,"Advertising Sales Agent/Advertising 
Executive",5230.10
5211.0200,Shop Attendant/Sales Assistant,5230.20
5211.0300,"Telemarketing Sales Person/Telemarketing 
Sales Operator",5230.30
5211.0302,Telecaller,5211.99
5212.0100,Milkman,9111.10
5212.9900,"Street Food Vendors, Other/Khomchawala, 
Dhabawala, Chat Thelawala",9111.90
5222.0100,"Sales Supervisor, Wholesale Trade",5220.10
5222.0101,Area Parts Manager (APM),5222.02
5223.0100,Shop Assistant,5220.40
5223.0102,Jewellery Retail Sales Associate (Basic),5223.01
5223.0104,Plumbing Products Sales Assistant,5223.01
5241.0100,"Model, Fashion",5210.10
5241.0200,Model,5210.20
5241.9900,"Fashion and Models, Other",5210.90
5242.0101,"Technical Demonstrator (Sale)/Area 
Technical Lead",5220.25
5242.0102,Sales Associate,5242.02
5242.0301,Customer Care Executive (Repair Centre),5242.04
5242.0501,Associate Network Engineer,5220.20
5242.0502,Associate Operations Engineer,5242.99
5243.0100,Newspaper Boy,9113.10
5243.0200,Order Supplier/Supplier,9113.20
5243.0300,Home Deliveryman,9113.30
5243.0401,Distributor Sales Representative,5243.05
5243.0502,Sales Executive (Broadband),5243.99
5244.0100,"Operator, Call Centre",5220.22
5244.0101,CRM Domestic Voice,5244.01
5244.0103,Customer Relation Executive,5244.02
5244.0202,Associate Customer Care (Non-Voice),5244.02
5244.0301,Customer Care Executive,5244.03
5244.0303,"Customer Care Executive (Call Centre) 
 
Family",5245
5245.0101,"Petrol Pump Salesman/Fuel 
Serviceman/Fuel Dispensing Attendant",5220.45
5249.0101,Key Account Service Manager,5249.02
5249.0201,Commercial Manager (Zonal/Regional),5249.02
5249.0301,"Salesman, Retail Trade",5220.35
5249.0400,Wholesale Dealer,5220.50
5249.0500,Retail Dealer,5220.55
5249.0600,Selling Agent,5220.60
5249.0700,Stockist,5220.65
5311.0100,"Ayah, Institutional",5131.10
5311.0200,Child Care Worker,5131.30
5311.0300,Governess,5121.40
5311.0400,"Ayah, Domestic",5131.20
5311.9900,"Child Care Workers, Other",5131.90
5322.0101,Home Health Aide,5322.99
5329.0101,"General Duty Assistant 
 
Sub-
Division 
54 
Protective Service Workers 
 
Group  
541 
 
Protective Service Workers 
 
Family",5411
5411.0100,Fire Fighter,5161.10
5411.9900,"Fire Fighters, Other",5161.90
5412.0100,Police Constable,5162.10
5412.0200,"Sepoy, Customs",5162.20
5412.0300,"Constable, Excise",5162.30
5412.9900,"Police Officers, Other",5162.90
5413.0100,"Warder, Jail",5163.10
5413.9900,"Prison Guards, Other",5163.90
5414.0101,Security Officer,5169.10
5414.0111,Security Supervisor,5414.01
5414.0151,Armed Security Guard,5414.01
5414.0200,Home Guard,5169.20
5414.0400,Watchman,9152.20
5414.0501,Gateman/Unarmed Security Guard,9152.30
6111.0100,"Cultivator, General",6111.10
6111.0101,Paddy Farmer,6111.02
6111.0201,Wheat Cultivator,6111.03
6111.0401,Pulses Cultivator,6111.05
6111.0601,Cotton Cultivator,6111.07
6111.0800,"Cultivator, Fruit",6112.10
6111.0851,Coconut Grower,6111.08
6111.0901,Banana Farmer,6111.10
6111.1101,Citrus Fruit Grower,6111.12
6111.1300,"Cultivator, Vegetables",6111.30
6111.1401,Bulb Crop Cultivator,6111.15
6111.1601,Tuber Crop Cultivator,6111.18
6111.1901,Coriander Cultivator,6111.20
6111.9900,"Field Crop and Vegetable Growers, Other",6111.90
6112.0100,"Pruner, Tea Gardens",6112.30
6112.0200,"Tapper, Palm Juice",6112.40
6112.0201,Neera Technician,6112.03
6112.0400,Budder,6112.65
6112.0501,Tea Plantation Worker,6112.06
6112.0701,Bamboo Grower,6112.08
6112.9900,"Tree and Shrub Crop Growers, Other",6112.90
6113.0100,Planter,6113.10
6113.0200,Nurseryman,6113.20
6113.0301,"Gardener, General",6113.30
6113.0400,Groundsman,6113.40
6113.0501,Greenhouse Fitter,6113.06
6113.9900,"Nursery Workers and Gardeners, Other",6113.90
6114.9900,"Mixed Crop Growers, Other",6114.90
6116.0101,Agriculture Extension Executive,6116.01
6116.0112,"Community Service Provider 
 
Group 
612 
Animal Producers 
 
Family",6121
6121.0100,"Farmer, Livestock",6121.10
6121.0201,"Farmer, Dairy/Dairy Farmer/Entrepreneur",6121.15
6121.0300,"Livestock Worker, General",6121.20
6121.0400,Herdsman,6121.25
6121.0500,Livestock Workers/Other Livestock Workers,6121.30
6121.0601,"Dairy Farm Worker, General/Dairy Worker",6121.35
6121.0700,Milker,6121.40
6121.0800,"Milker, Machine",6121.45
6121.1000,Stableman,6121.55
6121.1100,Elephant Keeper,6121.60
6121.1200,"Shearer, Sheep",6121.65
6121.1300,"Shearer, Animal, Other/Shearer, Other 
Animals",6121.70
6121.1400,Grass Cutter,6121.75
6121.9900,"Dairy and Livestock Producers, Other",6121.90
6122.0101,"Farmer, Poultry/Broiler Farm Supervisor",6122.10
6122.0200,"Farmer, Poultry Breeding",6122.20
6122.0301,"Poultry Farm Worker, General/Broiler Farm 
Worker",6122.30
6122.0401,Hatchery Operator/Hatchery In-Charge,6122.40
6122.9900,"Poultry Farm Workers, Other",6122.90
6123.0101,Beekeeper,6123.10
6123.0201,"Rearer, Silkworm/ Sericulturist",6123.20
6123.9900,"Apiarists and Sericulturists, Other",6123.90
6129.0100,"Farmer, Fur-Bearing Animals",6129.10
6129.0200,Mixed Animal Producers,6124
6129.9900,"Animal Producers and Related Workers, 
Other",6129.90
6130.0100,Artificial Breeding Technician,6130.10
6130.0201,Seed Grower/Quality Seed Grower,6112.60
6130.0202,Seed Processing Worker,6130.99
6210.0100,Forester,6141.10
6210.0200,Forest Guard,6141.15
6210.0300,Forest Fire Watcher,6141.20
6210.0400,Foresters and Related Workers,6141.25
6210.0500,Gatherer Lac,6141.30
6210.0600,"Gatherer, Medicinal Herbs",6141.35
6210.0700,"Gatherer, Firewood",6141.40
6210.0800,Cane Cutter,6141.45
6210.0900,Thatch Cutter,6141.50
6210.1000,Log Feller,6141.55
6210.1100,Wood Cutter,6141.60
6210.1200,"Marker, Log",6141.65
6210.1300,Sandalwood Extractor,6141.70
6210.1400,"Estimator, Timber",6141.75
6210.1500,"Sorter, Timber",6141.80
6210.1600,Log Driver,6141.85
6210.1700,"Charcoal Burner, Wood",6142.10
6210.1800,"Digester Operator, Wood",6142.20
6210.1900,"Distiller, Turpentine and Eucalyptus",6142.30
6210.2000,Lac Treater,6142.40
6210.9900,"Forestry and Related Workers, Other",6141.90
6221.0101,Shrimp Farmer,6221.01
6222.0100,"Fisherman, Inland Water",6152.10
6222.0200,"Fisherman, Estuaries, Coastal and 
Backwater",6152.20
6222.9900,"Inland and Coastal Water Fishery Workers, 
Other",6152.90
6223.0101,"Fisherman, Deep Sea/Marine Capture 
Fisherman",6153.10
6223.9900,"Deep Sea Fishery Workers, Other",6153.90
6224.0300,Trapper,6154.30
6224.0400,Tracker,6154.40
6224.0500,Fish Overseer,6159.10
6224.0600,Fisheries Inspector,6159.20
6224.0700,"Fieldman, Fish",6159.25
6224.0800,Yard Officer,6159.30
6224.0900,Fish Hatcher,6159.35
6224.1000,Fish Curer,6159.40
6224.1100,Fish Meal Maker,6159.45
6224.1200,Rock Pilot,6159.50
6224.1300,Man Duck,6159.55
6224.1400,Net Maker,6159.60
6224.9900,"Hunters and Trappers, Other",6159.90
6310.0100,Tree Trimmer and Pruner,6200.10
6310.9900,"Subsistence Crop Farmers, Others",6200.90
7111.0100,Hut Maker,7121.10
7111.0200,Thatcher,7121.20
7111.9900,"Builders, Traditional Materials, Other",7121.90
7112.0100,Stone Mason,7122.10
7112.0200,"Bricklayerer, Construction",7122.20
7112.0201,Plumbing Mason,7112.03
7112.0400,Paviour,7122.40
7112.0500,Tar Supervisor,7122.50
7112.0601,Assistant Mason,7112.99
7113.0200,"Stone Cutter, Hand",7113.20
7113.0300,"Stone Dresser, Hand",7113.30
7113.0400,Stone Carver,7113.40
7113.0500,"Stone Polisher, Hand",7113.50
7113.9900,"Stone Splitters, Cutters and Carvers, Other",7113.90
7114.0100,Concrete Moulder,7123.10
7114.0200,Cement Finisher,7123.20
7114.9900,"Concrete Placers, Concrete Finishers and 
Related Workers, Other",7123.90
7115.0100,"Carpenter, General",7124.10
7115.0200,"Carpenter, Construction",7124.20
7115.0201,Assistant Shuttering Carpenter,7115.03
7115.0400,"Carpenter, Village",7124.30
7115.0500,"Joiner, Wood",7124.35
7115.0600,"Loftsman, Ship Building",7124.40
7115.0700,Shipwright,7124.45
7115.0800,"Lascar Stager, Ship Building",7124.50
7115.1100,"Carpenter Worker, Boat Building",7124.65
7115.1200,"Carpenter, Boat Building",7124.70
7115.1300,"Caulker, Boat Building",7124.75
7115.9900,"Carpenters and Joiners Operatives, Other",7124.90
7119.0100,Well Digger,7129.10
7119.0200,White Washer,7129.20
7119.0301,Assistant Scaffolder,7119.99
7121.0100,"Tile Layer, Roof",7131.10
7121.9900,"Roofers, Other",7131.90
7122.0100,Tile Setter,7132.10
7122.0200,Concrete Mixer (Mosaic Tile),7132.20
7122.0300,Tile Presser (Mosaic),7132.30
7122.0400,Planer (Mosaic Tile),7132.40
7122.0500,Mosaic Layer,7132.50
7122.0600,Parquetry Floor Layer,7132.60
7122.9900,"Floor Layers and Tile Setters, Other",7132.90
7123.0100,Plasterer,7133.10
7123.9900,"Plasterers, Other",7133.90
7124.0100,"Building Insulator, Hand",7134.10
7124.0200,Acoustical Insulator,7134.20
7124.0300,"Insulator, Boilers and Pipes",7134.30
7124.0400,"Insulator, Refrigeration and Air-
Conditioning Equipment",7134.40
7124.9900,"Insulation Workers, Other",7134.90
7125.0100,Glazier (Construction),7135.10
7125.0200,"Glazier, Vehicle",7135.20
7125.0300,Picture Framer,7135.30
7125.9900,"Glaziers, Other",7135.90
7126.0101,"Plumber, General",7136.10
7126.0102,"Plumber, Operations",7126.01
7126.0104,"Plumber, General Helper",7126.01
7126.0106,"Plumber, Maintenance and Servicing 
Assistant",7126.01
7126.0201,Pipe Layer/Plumber Pipeline,7136.20
7126.0301,Pipe Fitter,7136.30
7126.0400,Straightening Machine Operator (Iron &,7136.40
7126.0500,"Puncher, Metal",7136.50
7126.0600,Pneumatic Chipper,7136.60
7126.9900,"Plumbers and Pipe Fitters, Other",7136.90
7127.0100,"Mechanic, Refrigeration and Air-
Conditioning",7233.50
7131.0100,"Painter, Building",7141.10
7131.0101,Assistant Painter and Decorator,7131.02
7131.0300,"Painter, Industrial",7141.25
7131.0500,Paper Hanger/Wallpaper Fixer/Decorator,7141.40
7131.9900,"Painters and Related Workers, Other",7141.90
7132.0100,"Painter, General",7142.10
7132.0201,"Painter, Spray/Painting Technician (Spray 
Painting)",7142.20
7132.0202,Auto Spray Painter/Painter,7132.02
7132.0204,Automotive Body Painting Technician,7132.02
7132.0300,Metal Sprayer,7142.25
7132.0400,"Painter, Sign and Letter",7142.30
7132.0500,"Painter, Brush",7142.40
7132.0600,"Painter, Wood Work and Furniture",7142.50
7132.0700,"Painter, Glass",7142.60
7132.0900,"Painter, Mate",7142.80
7132.0901,Automotive Paint Shop Assistant,7132.99
7211.0100,"Moulder, General",7211.10
7211.0101,Press Shop Operator,7211.01
7211.0200,"Moulder, Machine",7211.20
7211.0300,"Moulder, Vertical Pipe",7211.30
7211.0400,"Rammer, Vertical Pipe Moulding",7211.40
7211.0500,"Core Maker, Moulding (Hand)",7211.50
7211.0600,"Core Maker, Vertical Pipe",7211.60
7211.9900,"Metal Moulders and Core Makers, Other",7211.90
7212.0100,"Welder, Gas",7212.10
7212.0101,"Plumber (Welder)/Plumbing (Sanitary 
Fixtures) Fitter Assistant",7212.01
7212.0105,Tungsten Inert Gas Welder,7212.01
7212.0200,"Welder, Electric",7212.20
7212.0300,"Welder, Machine",7212.30
7212.0301,Welder,7212.03
7212.0303,"Gas Metal Arc Welder/Metal Inert 
Gas/Metal Active Gas/Gas Metal Arc 
Welder (MIG/MAG/GMAW)",7212.04
7212.0500,Brazer,7212.50
7212.0501,Soldering and Brazing Operator,7212.06
7212.0700,"Welder, Resistance",7212.65
7212.0801,Welding Assistant,7212.99
7213.0200,"Sheet Metal Worker, Structural",7213.20
7213.0201,Auto Engine Repair Technician,7213.03
7213.0302,Auto Body Technician/Denter,7213.04
7213.0500,Tin Coater,7213.50
7213.0600,Machine Feeder and Off-Bearer,7213.60
7213.9900,"Sheet Metal Workers, Other",7213.90
7214.0300,Boiler Fitter,7214.30
7214.0400,"Tubesmith, Boiler",7214.40
7214.0500,Boiler Maker,7214.50
7214.0600,"Erector, Structural",7214.60
7214.0700,"Fitter, Structural",7214.65
7214.0800,"Fitter, Construction",7214.70
7214.0900,Riveter,7214.80
7214.1000,Riveter (Railroad Equipment),7214.82
7214.1101,Assistant Bar Bender and Fixer,7214.99
7215.0100,Rigger,7215.10
7215.0200,Slinger,7215.20
7215.0300,Splicer (Rope and Cables),7215.30
7215.9900,"Riggers and Cable Splicers, Other",7215.90
7221.0100,Blacksmith,7221.10
7221.0200,Village Blacksmith,7221.20
7221.0300,Power Hammer Operator,7221.30
7221.0301,Forging Operator,7221.04
7221.0500,Stamper/Forging Operator,7221.50
7221.0600,Farrier,7221.60
7221.0700,"Wire Drawer/Wire Drawing Machine 
Operator",7221.70
7221.0800,"Metal Spinner/Metal spinning Machine 
Operator",7221.80
7221.9900,"Blacksmiths, Hammersmith and Forging 
Press Workers, Other",7221.90
7222.0100,"Marker, Metal",7222.10
7222.0200,Tool Maker,7222.20
7222.0300,Jig and Fixture Marker,7222.30
7222.0400,Jig Borer,7222.40
7222.0500,Die Maker,7222.50
7222.0600,"Die Sinker, Hand",7222.60
7222.0700,Locksmith,7222.70
7222.0800,"Pattern Marker, Metal Foundry",7222.80
7222.0900,Armourer,7222.85
7222.9900,"Tool Makers and Related Workers, Other",7222.90
7223.0100,"Tool Setter, General",7223.10
7223.0200,"Tool Setter, Press",7223.20
7223.0300,"Setter, Drop Forging Machine",7223.30
7223.0400,"Setter, Automatic Machine",7223.40
7223.0401,Assembly Line Machine Setter,7223.05
7223.0501,Machine Shop Master Technician/Setter,7223.05
7223.0601,Turner/Conventional Turning,8211.15
7223.0700,Turret and Capstan Lathe Operator,8211.20
7223.0701,Lathe Machinist,7223.08
7223.0900,Planer,8211.24
7223.1000,"Planer, Edge",8211.26
7223.1100,Slotter,8211.28
7223.1300,Gear Cutter,8211.32
7223.1400,Heavy Duty End Mill Operator,8211.34
7223.1500,"Driller Metal, General",8211.36
7223.1600,Radial Driller,8211.38
7223.1701,Borer/Operator Boring Machine Operator,8211.40
7223.1800,Cylinder Borer,8211.42
7223.1900,Rifling Machine Operator,8211.44
7223.2000,Bending Machine Operator,8211.46
7223.2100,Glazer,8211.50
7223.2200,"Grinder, Tool and Cutter",8211.55
7223.2300,"Power Press Operator, Metal",8211.60
7223.2400,Sheet Metal Machine Operator,8211.61
7223.2500,Ball Filling Machine Operator,8211.62
7223.2600,Ball Lapping Machine Operator,8211.64
7223.2700,Dividing Machine Operator,8211.66
7223.2800,"Die Copying Machine Operator/Die Sinking 
Electric Discharge Machine Operator",8211.70
